1,6,3475,0.0885023638799
6,149,39210,0
40,177,47861,6.36159675709
31,79,27413,14.4898903676
26,66,23232,0
26,61,22055,0
2,68,24799,0.461634695642
25,59,18862,0.0789742390541
0,150,38832,7.55097327986
1,6,2963,12.5703283072
2,174,50279,18.8722590192
0,151,40651,12.9948713369
22,122,32258,1.98801959025
26,61,24022,0
42,158,41437,2.83295679265
22,52,17546,0.0306046156857
16,138,34937,8.07904797929
39,106,27891,11.2202250806
32,83,25811,10.6902022009
46,169,44548,4.64541362843
10,26,9404,4.10073689006e-07
41,156,41323,0
0,2,482,30.7277073027
43,159,42937,0
10,140,33966,12.7238621274
30,76,24111,10.9516409756
10,144,33620,7.16796199723
25,59,19890,0.00122704086012
0,150,39322,18.6608633121
22,55,20599,0.168566584037
35,88,29074,16.8744758482
22,121,33040,8.85873686929
8,20,8977,3.85327450253e-07
35,90,30817,14.502480893
46,165,45243,0
2,175,49529,0.288078752521
2,174,48639,8.45230272805
26,66,24087,1.56376371315
37,101,31068,11.2913110022
4,12,36718,0.00137833826188
1,6,3796,24.6012223253
34,86,27805,21.7764191881
4,11,3559,0.0349256374481
38,102,27848,0.0367657085476
6,16,6218,0
49,182,50382,0
14,95,27721,7.3291063211
21,49,19533,0.0638579232091
21,48,22314,0.0842568942874
26,63,23166,5.4311808647
26,63,23815,2.66513320029
41,155,42550,0.0224089478893
9,21,7880,0.00291955882695
26,63,23862,10.5648135037
20,46,18515,0.187465400332
11,152,38579,16.374980779
7,17,8815,6.8136113196e-08
30,76,24859,32.3087241944
32,81,27217,9.0497621031
44,162,41611,0.794392253303
26,67,23111,4.09435564335
1,6,2050,4.77482086141
16,139,34813,6.43006911861
32,84,26515,2.02912885548
26,67,21841,1.07129589603
46,166,45409,3.37798074384
22,125,32920,4.16864787151
10,145,35357,5.1194598352
30,76,23900,1.43100079557
26,62,23302,19.3642330413
22,129,32257,17.0556177166
42,157,41556,2.95707575418
22,113,33185,4.66901657298
0,2,42,14.2335256175
14,32,11191,0
44,161,42454,0.27582841524
33,85,35671,0
44,162,41997,0
45,163,45056,0.0492068456145
26,62,23208,25.175270156
41,156,41692,0.0453502842114
26,63,21724,0
46,165,45220,11.6778091356
38,102,31919,0.356900160796
33,85,35686,0.80005277205
24,58,21088,0
16,139,33583,28.2270762254
39,106,30090,20.4294520339
4,12,5510,0.00287926453542
16,135,33457,6.31400512164
3,10,3393,0.880651724034
2,7,3131,0
47,170,46080,1.48932440572
13,31,13280,0
46,169,43575,0.327550438602
10,143,35398,3.32811072867
35,90,29982,11.6758165912
17,36,16261,1.7763568394e-13
0,1,762,50
26,66,23586,0.25246517067
47,171,46709,50
11,153,40843,3.90514703605
22,128,32245,4.32023963381
41,155,42629,0.600618074332
42,158,41849,13.4809262232
0,2,1495,28.532273944
0,1,38667,0.300908605851
26,67,23285,1.64484346309
20,45,18515,0
37,100,32077,16.3089331751
20,44,17589,10.0273895651
48,172,47637,0
20,46,18898,0.660422033307
35,89,29696,3.19981914134
25,59,19947,0.015748064371
21,51,19543,0.290059040391
10,144,35635,2.88170753699
11,153,39705,17.3984170777
3,10,4494,0.00979072179237
22,122,32869,3.37119147801
21,47,20115,0
18,38,16644,7.52327546113e-29
1,5,3980,3.0597106843
11,28,10567,0
6,15,6278,50
21,48,22231,0
21,22,17501,0
47,170,46093,50
16,139,33667,0
26,67,23894,1.52960890663
2,175,50238,18.6743869149
10,26,10451,6.16017943655e-07
21,47,17475,0
27,71,24854,0.720381486371
34,87,28666,1.00336413496
39,105,31775,13.649580718
5,13,3522,0
29,75,25074,0.460878518816
20,44,18565,3.55368701257
35,90,29629,3.96114646478
22,131,32660,4.4208078657
8,20,9287,7.06277505924e-08
22,115,32926,11.2615394202
37,98,31996,0.622326697775
10,26,9000,5.03598012569e-07
2,70,21977,21.7250984176
33,85,26260,0.590974941903
12,30,11280,0.170762294162
20,44,18190,12.3210472393
9,22,9433,0.000230537110252
28,72,24342,3.37167102459
38,102,27820,0
22,125,33050,7.31346677991
0,1,929,0.721617596991
45,164,44890,0
46,165,44994,15.9217730764
48,172,48556,0.206108519556
2,8,1811,23.5629831936
16,136,33328,16.657055644
0,1,718,0.158652429405
35,92,29748,3.16396042483
1,5,3060,4.48747767125
6,16,5772,0
26,66,21361,0
11,154,39483,8.28812292568
0,1,1183,0.540077917511
44,162,42034,0
35,88,28048,7.33590430128
39,105,29922,0
3,9,5461,0
22,52,19082,0.594137569967
16,135,34261,1.87078869011
17,36,16251,1.05693231944e-13
